start_date,start_station,end_date,end_station,bike_number,bike_model,duration_min,trip_category,trip_type,start_hour,start_day,start_month,is_weekend,is_rush_hour,rush_period,station_risk_score,bike_instability_score,start_lat,start_long,end_lat,end_long,trip_distance_km,avg_speed
15/10/2025 23:53,"temple gardens, temple",16/10/2025 00:02,"smith square, westminster",52958,CLASSIC,8.875733333333333,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.000934579,0,51.510981,-0.10832249,51.49580589,-0.127575233,2.1501359384149454,14.534929279634742
15/10/2025 23:53,"british museum, bloomsbury",16/10/2025 00:05,"strata, elephant & castle",57130,CLASSIC,11.455833333333333,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.006594724,0,51.51908011,-0.124678402,51.493146,-0.099828,3.3576940124255503,17.585943761885474
15/10/2025 23:53,"old street station, st. luke's",16/10/2025 00:06,"brick lane market, shoreditch",22977,CLASSIC,12.455466666666666,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.003405995,0,51.525615,-0.0885326,51.52261762,-0.071653961,1.2143621660390476,5.849779210387636
15/10/2025 23:52,"hop exchange, the borough",16/10/2025 00:15,"culvert road, battersea",42159,CLASSIC,23.3335,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.004237288,0,51.50462759,-0.091773776,51.4710956,-0.157850096,5.901987626200044,15.176431207148632
15/10/2025 23:52,"clinton road, mile end",15/10/2025 23:57,"mostyn grove, bow",57851,CLASSIC,5.140883333333333,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.001607717,0,51.525941,-0.036017,51.530535,-0.025492,0.8894197933456672,10.380548271679647
15/10/2025 23:52,"pritchard's road, bethnal green",16/10/2025 00:19,"great dover street, the borough",52688,CLASSIC,26.58255,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.00538358,0,51.532091,-0.06142,51.49738251,-0.089446947,4.319299088,9.749175504463455
15/10/2025 23:52,"clinton road, mile end",15/10/2025 23:58,"ansell house, stepney",20920,CLASSIC,5.887766666666667,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.001607717,0.03125,51.525941,-0.036017,51.520019,-0.05438,1.430968893010567,14.582461982862888
15/10/2025 23:53,"chicheley street, south bank",16/10/2025 00:17,"bruton street, mayfair",51686,CLASSIC,24.818283333333333,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.004020101,0,51.502698,-0.1167474,51.51073687,-0.144165239,2.0975925516790386,5.07108213
15/10/2025 23:51,"blythe road, olympia",16/10/2025 00:14,"crawford street, marylebone",54695,CLASSIC,23.313633333333332,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.002087683,0,51.496927,-0.21350087,51.52026,-0.157183945,4.682133474990547,12.049945389583185
15/10/2025 23:51,"new road 1 , whitechapel",16/10/2025 00:04,"queen mary's, mile end",57177,CLASSIC,13.363583333333333,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.010047281,0,51.518154,-0.062697,51.522507,-0.041378,1.5524391259970696,6.970162510790457
15/10/2025 23:51,"newton street, covent garden",16/10/2025 00:02,"eversholt street , camden town",54967,CLASSIC,10.9434,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.009302326,0,51.51612862,-0.120909408,51.53300545,-0.136792671,2.174666657424937,11.923168251685603
15/10/2025 23:50,"aldersgate street, barbican",15/10/2025 23:51,"roscoe street, st. luke's",35762,CLASSIC,1.5638666666666667,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.003138075,0,51.5208417,-0.097340162,51.52295439,-0.094934859,0.28789225025187315,11.045401365277765
15/10/2025 23:50,"queen's gate (central), south kensington",16/10/2025 00:16,"gloucester street, pimlico",54396,CLASSIC,25.718516666666666,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.003881988,0,51.49396755,-0.17873226,51.49096258,-0.139625122,2.728002561558976,6.3642921485313195
